spikes,type,rep,pulse_width,isi,n_pulses,expt,cell
181.233333333338,train,4,10,100,10,pinp,1
591.93333333333,train,4,10,100,10,pinp,1
969.999999999999,train,4,10,100,10,pinp,1
973.133333333337,train,4,10,100,10,pinp,1
1323.36666666667,train,4,10,100,10,pinp,1
-486.633333333316,train,5,10,100,10,pinp,1
-188.833333333321,train,5,10,100,10,pinp,1
-153.866666666659,train,5,10,100,10,pinp,1
274.166666666673,train,5,10,100,10,pinp,1
502.666666666684,train,5,10,100,10,pinp,1
1126.73333333335,train,5,10,100,10,pinp,1
1175.16666666668,train,5,10,100,10,pinp,1
1786.73333333334,train,5,10,100,10,pinp,1
-512.09999999999,train,6,10,100,10,pinp,1
-467.166666666657,train,6,10,100,10,pinp,1
861.700000000013,train,6,10,100,10,pinp,1
1186.20000000001,train,6,10,100,10,pinp,1
1217.76666666668,train,6,10,100,10,pinp,1
1515.23333333334,train,6,10,100,10,pinp,1
364.266666666651,train,7,10,100,10,pinp,1
985.299999999981,train,7,10,100,10,pinp,1
1474.83333333334,train,7,10,100,10,pinp,1
1775.33333333334,train,7,10,100,10,pinp,1
-523.300000000006,train,8,10,100,10,pinp,1
-329.866666666675,train,8,10,100,10,pinp,1
-251.533333333356,train,8,10,100,10,pinp,1
-184.066666666695,train,8,10,100,10,pinp,1
190.96666666664,train,8,10,100,10,pinp,1
444.29999999997,train,8,10,100,10,pinp,1
592.666666666645,train,8,10,100,10,pinp,1
875.433333333319,train,8,10,100,10,pinp,1
981.666666666655,train,8,10,100,10,pinp,1
994.299999999981,train,8,10,100,10,pinp,1
1529.39999999998,train,8,10,100,10,pinp,1
1625.13333333331,train,8,10,100,10,pinp,1
-145.266666666657,train,9,10,100,10,pinp,1
51.4333333333354,train,9,10,100,10,pinp,1
69.5666666666739,train,9,10,100,10,pinp,1
757.233333333346,train,9,10,100,10,pinp,1
1274.43333333335,train,9,10,100,10,pinp,1
1392.33333333334,train,9,10,100,10,pinp,1
1500.96666666667,train,9,10,100,10,pinp,1
691.600000000022,train,10,10,100,10,pinp,1
719.333333333338,train,10,10,100,10,pinp,1
755.566666666681,train,10,10,100,10,pinp,1
1168.43333333335,train,10,10,100,10,pinp,1
1265.83333333335,train,10,10,100,10,pinp,1
1621.96666666668,train,10,10,100,10,pinp,1
1699.40000000003,train,10,10,100,10,pinp,1
-599.433333333309,train,11,10,100,10,pinp,1
161.333333333346,train,11,10,100,10,pinp,1
900.166666666678,train,11,10,100,10,pinp,1
1012.70000000002,train,11,10,100,10,pinp,1
1345.03333333333,train,11,10,100,10,pinp,1
-166.233333333338,train,12,10,100,10,pinp,1
-105.866666666685,train,12,10,100,10,pinp,1
-95.6999999999937,train,12,10,100,10,pinp,1
83.4666666666521,train,12,10,100,10,pinp,1
199.399999999997,train,12,10,100,10,pinp,1
326.633333333319,train,12,10,100,10,pinp,1
597.533333333331,train,12,10,100,10,pinp,1
889.966666666652,train,12,10,100,10,pinp,1
1761.66666666666,train,12,10,100,10,pinp,1
-542.300000000012,train,13,10,100,10,pinp,1
-460.033333333342,train,13,10,100,10,pinp,1
-149.966666666671,train,13,10,100,10,pinp,1
88.9999999999986,train,13,10,100,10,pinp,1
173.966666666644,train,13,10,100,10,pinp,1
789.233333333328,train,13,10,100,10,pinp,1
957.499999999982,train,13,10,100,10,pinp,1
1209.99999999998,train,13,10,100,10,pinp,1
2.36666666668839,train,14,10,100,10,pinp,1
274.200000000008,train,14,10,100,10,pinp,1
432.700000000011,train,14,10,100,10,pinp,1
446.566666666683,train,14,10,100,10,pinp,1
483.766666666668,train,14,10,100,10,pinp,1
1096.10000000001,train,14,10,100,10,pinp,1
-285.033333333331,train,15,10,100,10,pinp,1
629.699999999985,train,15,10,100,10,pinp,1
873.766666666654,train,15,10,100,10,pinp,1
902.833333333319,train,15,10,100,10,pinp,1
1013.29999999999,train,15,10,100,10,pinp,1
1015.76666666665,train,15,10,100,10,pinp,1
1653.76666666666,train,15,10,100,10,pinp,1
-482.100000000003,train,16,10,100,10,pinp,1
-433.266666666668,train,16,10,100,10,pinp,1
365.666666666669,train,16,10,100,10,pinp,1
591.966666666679,train,16,10,100,10,pinp,1
788.466666666665,train,16,10,100,10,pinp,1
845.400000000012,train,16,10,100,10,pinp,1
892.899999999997,train,16,10,100,10,pinp,1
963.966666666664,train,16,10,100,10,pinp,1
981.433333333342,train,16,10,100,10,pinp,1
1238.1,train,16,10,100,10,pinp,1
678.599999999989,train,17,10,100,10,pinp,1
1525.76666666664,train,17,10,100,10,pinp,1
1661.99999999998,train,17,10,100,10,pinp,1
1695.1,train,17,10,100,10,pinp,1
-431.366666666662,train,18,10,100,10,pinp,1
-183.166666666665,train,18,10,100,10,pinp,1
877.66666666667,train,18,10,100,10,pinp,1
1020.29999999999,train,18,10,100,10,pinp,1
1570.86666666666,train,18,10,100,10,pinp,1
1689.23333333333,train,18,10,100,10,pinp,1
-260.800000000017,train,19,10,100,10,pinp,1
166.466666666651,train,19,10,100,10,pinp,1
203.966666666645,train,19,10,100,10,pinp,1
570.099999999968,train,19,10,100,10,pinp,1
864.233333333317,train,19,10,100,10,pinp,1
897.166666666635,train,19,10,100,10,pinp,1
1010.86666666663,train,19,10,100,10,pinp,1
1036.96666666664,train,19,10,100,10,pinp,1
1293.4333333333,train,19,10,100,10,pinp,1
1405.36666666665,train,19,10,100,10,pinp,1
-429.399999999987,train,20,10,100,10,pinp,1
-154.899999999998,train,20,10,100,10,pinp,1
286.266666666677,train,20,10,100,10,pinp,1
298.533333333353,train,20,10,100,10,pinp,1
392.933333333332,train,20,10,100,10,pinp,1
460.599999999999,train,20,10,100,10,pinp,1
496.100000000013,train,20,10,100,10,pinp,1
572.066666666672,train,20,10,100,10,pinp,1
588.099999999997,train,20,10,100,10,pinp,1
594.200000000001,train,20,10,100,10,pinp,1
602.800000000002,train,20,10,100,10,pinp,1
777.800000000013,train,20,10,100,10,pinp,1
1560.16666666667,train,20,10,100,10,pinp,1
1570.43333333334,train,20,10,100,10,pinp,1
1669.86666666668,train,20,10,100,10,pinp,1
1729.66666666667,train,20,10,100,10,pinp,1
-574.533333333363,train,21,10,100,10,pinp,1
178.366666666648,train,21,10,100,10,pinp,1
501.46666666663,train,21,10,100,10,pinp,1
520.266666666629,train,21,10,100,10,pinp,1
530.966666666643,train,21,10,100,10,pinp,1
562.86666666665,train,21,10,100,10,pinp,1
571.933333333305,train,21,10,100,10,pinp,1
798.899999999975,train,21,10,100,10,pinp,1
852.233333333317,train,21,10,100,10,pinp,1
1464.69999999997,train,21,10,100,10,pinp,1
1471.29999999996,train,21,10,100,10,pinp,1
1485.06666666663,train,21,10,100,10,pinp,1
1631.99999999998,train,21,10,100,10,pinp,1
-83.3666666666488,train,22,10,100,10,pinp,1
396.100000000018,train,22,10,100,10,pinp,1
527.500000000032,train,22,10,100,10,pinp,1
775.266666666681,train,22,10,100,10,pinp,1
802.800000000019,train,22,10,100,10,pinp,1
965.600000000023,train,22,10,100,10,pinp,1
1011.66666666668,train,22,10,100,10,pinp,1
1179.66666666669,train,22,10,100,10,pinp,1
1609.06666666668,train,22,10,100,10,pinp,1
1746.30000000002,train,22,10,100,10,pinp,1
-552.300000000002,train,23,10,100,10,pinp,1
1407.13333333332,train,23,10,100,10,pinp,1
1743.69999999999,train,23,10,100,10,pinp,1
1785.93333333333,train,23,10,100,10,pinp,1
-554.900000000032,train,24,10,100,10,pinp,1
-512.666666666689,train,24,10,100,10,pinp,1
-488.533333333351,train,24,10,100,10,pinp,1
-391.133333333357,train,24,10,100,10,pinp,1
151.066666666651,train,24,10,100,10,pinp,1
294.933333333319,train,24,10,100,10,pinp,1
688.533333333311,train,24,10,100,10,pinp,1
906.733333333307,train,24,10,100,10,pinp,1
1544.93333333332,train,24,10,100,10,pinp,1
-199.333333333357,train,25,10,100,10,pinp,1
-159.466666666702,train,25,10,100,10,pinp,1
366.466666666639,train,25,10,100,10,pinp,1
496.966666666651,train,25,10,100,10,pinp,1
795.199999999966,train,25,10,100,10,pinp,1
797.566666666654,train,25,10,100,10,pinp,1
1511.7333333333,train,25,10,100,10,pinp,1
-275.566666666634,train,26,10,100,10,pinp,1
295.933333333352,train,26,10,100,10,pinp,1
1131.56666666669,train,26,10,100,10,pinp,1
1132.53333333336,train,26,10,100,10,pinp,1
1371.26666666668,train,26,10,100,10,pinp,1
1526.63333333336,train,26,10,100,10,pinp,1
1737.90000000002,train,26,10,100,10,pinp,1
-550.233333333324,train,27,10,100,10,pinp,1
-482.799999999997,train,27,10,100,10,pinp,1
-288.099999999986,train,27,10,100,10,pinp,1
-222.033333333314,train,27,10,100,10,pinp,1
-18.8333333333333,train,27,10,100,10,pinp,1
502.900000000011,train,27,10,100,10,pinp,1
738.733333333329,train,27,10,100,10,pinp,1
749.366666666674,train,27,10,100,10,pinp,1
993.133333333333,train,27,10,100,10,pinp,1
1167.30000000001,train,27,10,100,10,pinp,1
1218.3,train,27,10,100,10,pinp,1
1300.4,train,27,10,100,10,pinp,1
-432.600000000008,train,28,10,100,10,pinp,1
-310.633333333328,train,28,10,100,10,pinp,1
1024.53333333332,train,28,10,100,10,pinp,1
1123.16666666666,train,28,10,100,10,pinp,1
-276.666666666671,train,29,10,100,10,pinp,1
-173.233333333343,train,29,10,100,10,pinp,1
-140.033333333349,train,29,10,100,10,pinp,1
377.700000000004,train,29,10,100,10,pinp,1
396.066666666655,train,29,10,100,10,pinp,1
759.899999999988,train,29,10,100,10,pinp,1
796.099999999996,train,29,10,100,10,pinp,1
884.066666666655,train,29,10,100,10,pinp,1
1032.4,train,29,10,100,10,pinp,1
1706.69999999998,train,29,10,100,10,pinp,1
-597.266666666684,train,30,10,100,10,pinp,1
-364.166666666677,train,30,10,100,10,pinp,1
97.1999999999866,train,30,10,100,10,pinp,1
106.899999999996,train,30,10,100,10,pinp,1
974.166666666662,train,30,10,100,10,pinp,1
999.433333333315,train,30,10,100,10,pinp,1
1009.09999999999,train,30,10,100,10,pinp,1
1307.86666666665,train,30,10,100,10,pinp,1
1338.03333333333,train,30,10,100,10,pinp,1
1553.56666666665,train,30,10,100,10,pinp,1
1581.83333333332,train,30,10,100,10,pinp,1
1691.93333333334,train,30,10,100,10,pinp,1
-448.666666666668,train,31,10,100,10,pinp,1
189.433333333341,train,31,10,100,10,pinp,1
278.099999999995,train,31,10,100,10,pinp,1
336.166666666657,train,31,10,100,10,pinp,1
899.499999999989,train,31,10,100,10,pinp,1
1019.63333333333,train,31,10,100,10,pinp,1
1371.23333333332,train,31,10,100,10,pinp,1
1473.43333333333,train,31,10,100,10,pinp,1
1491.13333333332,train,31,10,100,10,pinp,1
-454.933333333315,train,32,10,100,10,pinp,1
-357.466666666653,train,32,10,100,10,pinp,1
-349.833333333322,train,32,10,100,10,pinp,1
-327.266666666674,train,32,10,100,10,pinp,1
569.733333333346,train,32,10,100,10,pinp,1
582.600000000014,train,32,10,100,10,pinp,1
730.166666666662,train,32,10,100,10,pinp,1
788.43333333333,train,32,10,100,10,pinp,1
991.066666666683,train,32,10,100,10,pinp,1
1525.00000000001,train,32,10,100,10,pinp,1
1594.06666666666,train,32,10,100,10,pinp,1
-465.400000000017,train,33,10,100,10,pinp,1
-447.73333333336,train,33,10,100,10,pinp,1
-444.10000000002,train,33,10,100,10,pinp,1
-147.433333333339,train,33,10,100,10,pinp,1
-83.2666666666739,train,33,10,100,10,pinp,1
175.599999999974,train,33,10,100,10,pinp,1
378.533333333309,train,33,10,100,10,pinp,1
959.533333333326,train,33,10,100,10,pinp,1
1135.33333333331,train,33,10,100,10,pinp,1
1224.99999999999,train,33,10,100,10,pinp,1
1285.96666666664,train,33,10,100,10,pinp,1
1296.79999999999,train,33,10,100,10,pinp,1
-470.933333333363,train,34,10,100,10,pinp,1
-424.566666666692,train,34,10,100,10,pinp,1
383.999999999986,train,34,10,100,10,pinp,1
902.299999999997,train,34,10,100,10,pinp,1
1099.63333333332,train,34,10,100,10,pinp,1
1103.96666666665,train,34,10,100,10,pinp,1
1605.83333333332,train,34,10,100,10,pinp,1
-420.233333333357,train,35,10,100,10,pinp,1
-58.9666666666915,train,35,10,100,10,pinp,1
-4.10000000002242,train,35,10,100,10,pinp,1
604.599999999976,train,35,10,100,10,pinp,1
778.49999999998,train,35,10,100,10,pinp,1
970.133333333308,train,35,10,100,10,pinp,1
1133.69999999998,train,35,10,100,10,pinp,1
1758.79999999998,train,35,10,100,10,pinp,1
-539.799999999985,train,36,10,100,10,pinp,1
65.9666666666681,train,36,10,100,10,pinp,1
100.133333333332,train,36,10,100,10,pinp,1
275.766666666669,train,36,10,100,10,pinp,1
396.200000000022,train,36,10,100,10,pinp,1
1167.23333333334,train,36,10,100,10,pinp,1
1170.63333333334,train,36,10,100,10,pinp,1
1221.23333333334,train,36,10,100,10,pinp,1
1316.06666666667,train,36,10,100,10,pinp,1
1420.33333333333,train,36,10,100,10,pinp,1
-345.866666666666,train,37,10,100,10,pinp,1
-313.89999999999,train,37,10,100,10,pinp,1
-158.266666666663,train,37,10,100,10,pinp,1
-121.566666666666,train,37,10,100,10,pinp,1
-76.3666666666438,train,37,10,100,10,pinp,1
294.400000000024,train,37,10,100,10,pinp,1
333.266666666674,train,37,10,100,10,pinp,1
858.699999999999,train,37,10,100,10,pinp,1
996.133333333347,train,37,10,100,10,pinp,1
1364.43333333335,train,37,10,100,10,pinp,1
80.93333333332,train,38,10,100,10,pinp,1
100.066666666663,train,38,10,100,10,pinp,1
403.166666666664,train,38,10,100,10,pinp,1
495.299999999986,train,38,10,100,10,pinp,1
1014.5,train,38,10,100,10,pinp,1
1686.79999999998,train,38,10,100,10,pinp,1
1779.96666666667,train,38,10,100,10,pinp,1
-540.033333333326,train,39,10,100,10,pinp,1
-515.999999999991,train,39,10,100,10,pinp,1
-465.300000000013,train,39,10,100,10,pinp,1
-388.966666666676,train,39,10,100,10,pinp,1
-313.46666666667,train,39,10,100,10,pinp,1
-235.533333333336,train,39,10,100,10,pinp,1
-106.766666666658,train,39,10,100,10,pinp,1
97.4999999999966,train,39,10,100,10,pinp,1
975.966666666665,train,39,10,100,10,pinp,1
1235.26666666666,train,39,10,100,10,pinp,1
-456.866666666684,train,40,10,100,10,pinp,1
-419.033333333346,train,40,10,100,10,pinp,1
134.033333333321,train,40,10,100,10,pinp,1
492.966666666661,train,40,10,100,10,pinp,1
1675.96666666665,train,40,10,100,10,pinp,1
-488.033333333362,train,41,10,100,10,pinp,1
-410.266666666701,train,41,10,100,10,pinp,1
50.9333333333188,train,41,10,100,10,pinp,1
72.4333333332936,train,41,10,100,10,pinp,1
481.466666666648,train,41,10,100,10,pinp,1
1426.63333333331,train,41,10,100,10,pinp,1
1596.69999999997,train,41,10,100,10,pinp,1
1601.99999999998,train,41,10,100,10,pinp,1
-363.900000000029,train,42,10,100,10,pinp,1
276.166666666626,train,42,10,100,10,pinp,1
956.29999999997,train,42,10,100,10,pinp,1
1038.93333333332,train,42,10,100,10,pinp,1
1343.83333333329,train,42,10,100,10,pinp,1
1796.1333333333,train,42,10,100,10,pinp,1
-502.466666666663,train,43,10,100,10,pinp,1
-153.266666666667,train,43,10,100,10,pinp,1
-135.199999999998,train,43,10,100,10,pinp,1
-26.4999999999986,train,43,10,100,10,pinp,1
479.433333333333,train,43,10,100,10,pinp,1
1005.93333333333,train,43,10,100,10,pinp,1
1339.06666666667,train,43,10,100,10,pinp,1
1342.83333333335,train,43,10,100,10,pinp,1
1434.73333333333,train,43,10,100,10,pinp,1
1479.43333333333,train,43,10,100,10,pinp,1
1681.13333333335,train,43,10,100,10,pinp,1
-332.233333333363,train,44,10,100,10,pinp,1
-252.666666666698,train,44,10,100,10,pinp,1
102.066666666644,train,44,10,100,10,pinp,1
904.099999999971,train,44,10,100,10,pinp,1
1035.23333333331,train,44,10,100,10,pinp,1
1172.43333333332,train,44,10,100,10,pinp,1
1660.46666666665,train,44,10,100,10,pinp,1
1740.06666666665,train,44,10,100,10,pinp,1
1763.56666666663,train,44,10,100,10,pinp,1
-558.533333333315,train,45,10,100,10,pinp,1
-535.033333333331,train,45,10,100,10,pinp,1
-424.999999999983,train,45,10,100,10,pinp,1
87.4000000000024,train,45,10,100,10,pinp,1
1011.66666666668,train,45,10,100,10,pinp,1
1134.46666666667,train,45,10,100,10,pinp,1
1168.26666666668,train,45,10,100,10,pinp,1
1256.20000000001,train,45,10,100,10,pinp,1
1370.33333333335,train,45,10,100,10,pinp,1
1612.56666666668,train,45,10,100,10,pinp,1
-469.533333333345,train,46,10,100,10,pinp,1
-388.466666666659,train,46,10,100,10,pinp,1
-58.3666666666716,train,46,10,100,10,pinp,1
-7.73333333333426,train,46,10,100,10,pinp,1
174.066666666675,train,46,10,100,10,pinp,1
381.933333333336,train,46,10,100,10,pinp,1
678.100000000001,train,46,10,100,10,pinp,1
701.733333333323,train,46,10,100,10,pinp,1
880.266666666671,train,46,10,100,10,pinp,1
1027.13333333332,train,46,10,100,10,pinp,1
-475.666666666683,train,47,10,100,10,pinp,1
-348.133333333351,train,47,10,100,10,pinp,1
-334.666666666692,train,47,10,100,10,pinp,1
396.16666666663,train,47,10,100,10,pinp,1
1249.1333333333,train,47,10,100,10,pinp,1
1291.13333333331,train,47,10,100,10,pinp,1
1399.76666666664,train,47,10,100,10,pinp,1
1602.46666666663,train,47,10,100,10,pinp,1
-168.900000000008,train,48,10,100,10,pinp,1
-86.9666666666831,train,48,10,100,10,pinp,1
374.333333333311,train,48,10,100,10,pinp,1
766.133333333329,train,48,10,100,10,pinp,1
771.46666666664,train,48,10,100,10,pinp,1
1004.16666666666,train,48,10,100,10,pinp,1
1766.59999999998,train,48,10,100,10,pinp,1
-532.000000000039,train,49,10,100,10,pinp,1
-460.466666666719,train,49,10,100,10,pinp,1
-421.966666666719,train,49,10,100,10,pinp,1
-386.400000000037,train,49,10,100,10,pinp,1
87.1333333332984,train,49,10,100,10,pinp,1
751.999999999953,train,49,10,100,10,pinp,1
799.59999999997,train,49,10,100,10,pinp,1
830.199999999962,train,49,10,100,10,pinp,1
844.499999999954,train,49,10,100,10,pinp,1
955.799999999954,train,49,10,100,10,pinp,1
1008.03333333329,train,49,10,100,10,pinp,1
1018.46666666663,train,49,10,100,10,pinp,1
1037.76666666664,train,49,10,100,10,pinp,1
1086.76666666662,train,49,10,100,10,pinp,1
1157.69999999995,train,49,10,100,10,pinp,1
1158.39999999997,train,49,10,100,10,pinp,1
1244.6333333333,train,49,10,100,10,pinp,1
1299.36666666663,train,49,10,100,10,pinp,1
1305.59999999997,train,49,10,100,10,pinp,1
1414.26666666663,train,49,10,100,10,pinp,1
1422.69999999996,train,49,10,100,10,pinp,1
1494.8333333333,train,49,10,100,10,pinp,1
1570.89999999997,train,49,10,100,10,pinp,1
1737.0333333333,train,49,10,100,10,pinp,1
1768.29999999995,train,49,10,100,10,pinp,1
1793.26666666663,train,49,10,100,10,pinp,1
-561.600000000027,train,50,10,100,10,pinp,1
-530.333333333374,train,50,10,100,10,pinp,1
-505.366666666703,train,50,10,100,10,pinp,1
-263.766666666697,train,50,10,100,10,pinp,1
-32.2333333333802,train,50,10,100,10,pinp,1
638.899999999978,train,50,10,100,10,pinp,1
655.466666666626,train,50,10,100,10,pinp,1
710.466666666633,train,50,10,100,10,pinp,1
879.033333333297,train,50,10,100,10,pinp,1
1071.36666666662,train,50,10,100,10,pinp,1
1198.59999999997,train,50,10,100,10,pinp,1
1209.49999999996,train,50,10,100,10,pinp,1
1303.33333333331,train,50,10,100,10,pinp,1
1344.96666666664,train,50,10,100,10,pinp,1
1543.4333333333,train,50,10,100,10,pinp,1
